,host_id,host_about,host_response_time,host_response_rate,host_is_superhost,host_verifications,calculated_host_listings_count,host_identity_verified,host_has_profile_pic
1059,4664426,"I will be pleased to have you in one of my listings in Athens or Sounion. True to the ""sharing"" spirit of the platform these are real-people houses/apartments, where my family and myself leave and which I manage myself. I will be extremely happy to meet you and to share with you some of the spirit and the hospitality for which Greece is renowned. ",within a few hours,90%,f,"['email', 'phone', 'google', 'reviews', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",2,t,t
1060,85129921,,within an hour,100%,f,"['email', 'phone', 'reviews']",1,f,t
1061,47815648,,within an hour,100%,t,"['email', 'phone', 'facebook', 'reviews', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",5,t,t
1063,85260934,,within an hour,100%,f,"['email', 'phone', 'facebook', 'google', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,t,t
1065,85278181,,within a day,100%,f,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",2,t,t
1067,71504366,,,,f,"['email', 'phone', 'facebook', 'reviews']",1,f,t
1068,127794291,"I love travelling,music,cinema, running,swimming,dance,theatre, walks with friends and of course meeting interesting people from all over the world. I am very pleased to welcome you at my houses and make your stay easy and pleasant !",within an hour,100%,t,"['email', 'phone', 'reviews', 'offline_government_id', 'government_id']",4,t,t
1069,79829085,"Fine Art Composer.

 (Website hidden by Airbnb)",,,f,"['email', 'phone', 'reviews']",1,f,t
1070,86040488,"I am an online marketeer who loves music & traveling. 
Before & during your stay I will try to assist you in any way possible!",,,f,"['email', 'phone', 'google', 'reviews', 'jumio', 'government_id', 'work_email']",1,t,t
1071,80047169,"Im a happy and easygoing person, that tries to share the smile and laugh with other people in order to make this word nicer place for everybody :) 

Interests:

collecting adventures!!!
meeting new people
kite surfing
diving
skiing
photography
mountaineering,
sailing
art
opera",,,f,"['email', 'phone', 'reviews', 'jumio', 'government_id', 'work_email']",1,t,t
1072,86249815,,,,f,"['email', 'phone']",1,f,t
1073,72845584,,,,t,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",3,t,t
1074,86318275,"Είμαι αρχαιολόγος και δουλεύω στο Υπουργείο Πολιτισμού, ως καταδυόμενη αρχαιολόγος.
Ταξιδεύω για επαγγελματικούς λόγους στα Ελληνικά νησιά μελετώντας τα βυθισμένα  κατάλοιπα αρχαίων  οικισμών και ναυαγίων. ",,,f,"['email', 'phone']",1,f,t
1075,86526580,,,,f,"['email', 'phone', 'reviews']",1,f,t
1077,86766954,,,,f,"['email', 'phone', 'facebook']",1,f,t
1078,87110499,"Having spent 15 years in Finance, I am now enjoying being a mother of two, a housewife and an airbnb host.
Hosting for me can be as an exciting experience as travelling. It is all about getting together, even for just a little while, with people from different places but same values. ",within an hour,100%,t,"['email', 'phone', 'reviews', 'jumio', 'government_id']",3,t,t
1080,70297345,"Hi, my name is Stavros! 
My extensive professional background in the tourism industry helps me make your stay pleasant.
I also share your obvious passion for travel which gives me a unique aspect on how to help organise your experience!
",within an hour,100%,t,"['email', 'phone', 'reviews', 'jumio', 'selfie', 'government_id', 'identity_manual']",7,t,t
1081,87281754,,,,f,['email'],1,f,t
1082,86678515,Είμαι άνθρωπος εύκολος στην επικοινωνία με άλλους ανθρώπους.Προσπαθω για το καλύτερο που μπορώ αρκεί και οι άλλοι γύρω μου να προσπαθούν .Αυτό κάνει ισότιμες και ευχάριστες τις ανθρώπινες σχέσεις.Μ αρέσουν τα αθλήματα και οι εκδρομές μόνος η με καλή συντροφιά.,within an hour,100%,f,"['email', 'phone', 'reviews']",1,f,t
1083,57104022,"Communicative and lover of traveling!
I have been areas in all continents either for business or pleasure. I like destinations with historical and cultural interest.
I love the good food and one of my pleasures in each city is the selection of good restaurants for tasting their local cuisine.
My favorite countries are France, Switzerland and Italy.
I can guide my guests, in order to meet the secrets of my city.

Επικοινωνιακή και λάτρης των ταξιδιών!
Έχω ταξιδέψει σε όλες τις Ηπείρους είτε για επαγγελματικούς λόγους, είτε για αναψυχή. Μου αρέσουν προορισμοί με ιστορικό και πολιτισμικό ενδιαφέρον.
Λατρεύω το καλό φαγητό και μία από τις απολαύσεις μου σε κάθε πόλη είναι η επιλογή καλών εστιατορίων για γευσιγνωσία.
Οι αγαπημένες μου χώρες είναι η Γαλλία, Ελβετία και Ιταλία.
Μπορώ να καθοδηγήσω τους επισκέπτες μου, ούτως ώστε να γνωρίσουν τα μυστικά της πόλης μου.
",,,t,"['email', 'phone', 'facebook', 'reviews', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,t,t
1089,63489025,"i am traveler all around world too, then i made all our Villas in best area with ideas for excelent  holidays and relax for all the  time.This is a strong view of my life.",,,f,"['email', 'phone', 'reviews', 'offline_government_id', 'selfie', 'government_id', 'identity_manual', 'work_email']",1,t,t
1090,88157808,,,,f,"['email', 'phone', 'facebook', 'reviews']",1,f,t
1092,88156193,"i am travel agent , and my office is in the center of Athens.
so i can help any kind of traveller in 4 different 
languages!
 ",within an hour,100%,t,"['email', 'phone', 'reviews', 'offline_government_id', 'selfie', 'government_id', 'work_email']",1,t,t
1093,80766668,"Hi, I am Nick, I was born in the sunny and warm city of Athens, lived all my life here and I know it like the back of my hand!! I would be more than happy to host in my flat, but more important, to make your trip to my city a memory that will last forever...!!",,,f,"['email', 'phone', 'google', 'reviews', 'jumio', 'government_id']",1,t,t
1094,88639102,,a few days or more,0%,f,"['email', 'phone', 'google', 'reviews', 'jumio', 'government_id']",3,f,t
1098,88940807,,,,f,"['phone', 'facebook']",1,f,t
1099,67295649,"K & K Unique Holiday Homes: Villas for the Complete Greek Holiday Experience!

Four different holiday homes; four different destinations around Greece to discover. Enjoy your holidays in historic Athens, magnificent Santorini or the picturesque village of Arachova. From the penthouse in the heart of Athens with the amazing views to the Acropolis to the lavish Als Mansion in the village of Oia or the private Afoura Houses in the serene Exo Gonia, and all the way up to the mountainous beauty of Arachova! Welcome to K & K Unique Holiday Homes; four unique accommodation proposals all around Greece! 
",within an hour,99%,f,"['email', 'phone', 'reviews', 'offline_government_id', 'selfie', 'government_id']",8,t,t
1100,76880641,"A born and bred Athenian but lover of travel, good food and wine.  I have spent all my working life in jobs where interacting with colleagues and customers was a key part of my day to day duties so I bring this love of communication to my new life as a host! ",,,f,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'offline_government_id', 'government_id']",1,t,t
1101,48136983,"I love travelling, getting to know people and understanding their culture. This is the reason I prefer to fly and drive extensively, in my journeys. Furthermore, I believe that everybody should enjoy wholeheartedly whatever it is she/he is doing, at any time or period of one’s life, or else just walk away from it. My motto is: Think and act, the opportunities are ever present. ",within an hour,100%,t,"['email', 'phone', 'reviews', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,t,t
1102,89398566,"We are sisters and we travel a lot so, we do know how it is. We love our city ! So, if we can be of any assistance we would be really happy to help and give some tips for the city. ",within a few hours,100%,f,"['email', 'phone', 'reviews', 'offline_government_id', 'government_id']",1,t,t
